wind_farm_name,LAT,LON,area_sqkm,country,commissioning_year,installed_capacity_MW,turbine_producer,turbine_power_MW,foundation_type,oss_responsibility,offshore_cable,onshore_connection,model_type,water_depth_m,water_depth_min_m,water_depth_max_m,water_depth_mean_m,distance_from_shore_km,distance_from_shore_min_km,distance_from_shore_max_km,distance_from_shore_mean_km,distance_from_port_km,distance_from_construction_port_km,total_project_budget,total_project_budget_eur,total_project_budget_eur_indexed,project_lifetime_years,mean_wind_speed_mps,mean_wave_height_m,country_Belgium,country_Denmark,country_Finland,country_France,country_Germany,country_Ireland,country_Italy,country_Netherlands,country_Norway,country_Poland,country_Portugal,country_Spain,country_Sweden,country_UK,turbine_producer_AREVA,turbine_producer_Adwen,turbine_producer_BARD,turbine_producer_Bonus,turbine_producer_Enron Wind,turbine_producer_GE,turbine_producer_MHI Vestas,turbine_producer_MingYang,turbine_producer_Multiple,turbine_producer_Senvion,turbine_producer_Siemens,turbine_producer_Siemens Gamesa,turbine_producer_Unknown,turbine_producer_Vestas,turbine_producer_Wind World,foundation_type_Floating,foundation_type_Floating SATH,foundation_type_Floating TLP,foundation_type_Floating TetraSpar,foundation_type_Floating concrete spar buoy,foundation_type_Floating damping pool,foundation_type_Floating semi-submersible,foundation_type_Floating spar buoy,foundation_type_Gravity base,foundation_type_Gravity-based,foundation_type_Gravity-based / Jacket,foundation_type_Jacket,foundation_type_Jacket / Tripod,foundation_type_Monopile,foundation_type_Monopile / Jacket,foundation_type_Suction Bucket Jacket,foundation_type_Suction Bucket Jacket / Monopile,foundation_type_Tripile,foundation_type_Tripod,foundation_type_Tripod jacket,foundation_type_Tripod jacket with suction bucket,foundation_type_Unknown,oss_responsibility_Developer,oss_responsibility_OFTO,oss_responsibility_TSO,oss_responsibility_Unknown,offshore_cable_Developer,offshore_cable_OFTO,offshore_cable_TSO,offshore_cable_Unknown,onshore_connection_Developer,onshore_connection_Developer/TSO,onshore_connection_OFTO,onshore_connection_TSO,onshore_connection_Unknown,model_type_Developer-led,model_type_OFTO,model_type_TSO-led,model_type_Unknown,data_quality_flag
Blyth Offshore (Original),55.135833,-1.490278,,UK,2000.0,4.0,Vestas,2.0,Monopile,Developer,Developer,Developer,Developer-led,10,10.0,10.0,10.0,2,2.0,2.0,2.0,1124.3876151982388,59.02960800012994,EUR 4.6 million,4600000.0,8323337.116912616,19.0,9.40282116103928,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,indexed_wb_2000
Blyth Offshore Demonstrator,55.167,-1.3644,,UK,2018.0,41.5,MHI Vestas,8.3,Gravity base,OFTO,OFTO,OFTO,OFTO,40,40.0,40.0,40.0,5,5.0,5.0,5.0,1109.245426012516,60.097005065092176,USD 212.273 millon,176997472860.0,221904578439.73782,25.0,8.942998261620023,1.04,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,indexed_wb_2018
Aberdeen Bay (EOWDC),57.22257515746838,-1.9728780880585897,7.0,UK,2018.0,93.2,MHI Vestas,8.8,Suction Bucket Jacket,OFTO,OFTO,OFTO,OFTO,19-32,19.0,32.0,25.5,3,3.0,3.0,3.0,1139.541544657846,104.5275809691854,GBP 300-335 million,357855202.5,448648822.8904847,25.0,8.730332161374282,0.52,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,indexed_wb_2018
Neart na Gaoithe,56.275,-2.245,105.0,UK,2025.0,450.0,Siemens Gamesa,8.0,Jacket,OFTO,OFTO,OFTO,OFTO,40-60,40.0,60.0,50.0,15.5,15.5,15.5,15.5,1167.8763222897096,48.77940289207094,GBP 1.8 billion,2170819800.0,2170819800.0,25.0,9.19006606751377,1.0598630136986302,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,recent
Inch Cape,56.5,-2.17,150.0,UK,2027.0,1080.0,Vestas,15.0,Monopile / Jacket,OFTO,OFTO,OFTO,OFTO,34-64,34.0,64.0,49.0,15,15.0,15.0,15.0,1157.1093105462564,49.00564762678032,GBP 3.5 billion,4046805000.0000005,4046805000.0000005,25.0,8.834458956198533,1.0969520547945204,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,recent
Galloper,51.86653342228734,1.9269606847383245,114.0,UK,2018.0,353.0,Siemens,6.0,Monopile,OFTO,OFTO,OFTO,OFTO,27-36,27.0,36.0,31.5,27,27.0,27.0,27.0,976.2346524701896,82.7899244331191,GBP 1.5 billion,1690654500.0,2119600738.065282,25.0,9.134975890894655,1.06,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,indexed_wb_2018
Sofia,54.9794,2.2301,593.0,UK,2027.0,1400.0,Siemens Gamesa,14.0,Monopile,OFTO,OFTO,OFTO,OFTO,21-36,21.0,36.0,28.5,195,195.0,195.0,195.0,744.9610466015574,213.63854964398382,EUR 3 billion,3000000000.0,3000000000.0,25.0,9.633046722312335,1.5234840182648404,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,recent
Hywind Scotland,57.49809316673302,-1.6930264003753728,15.0,UK,2017.0,30.0,Siemens,6.0,Floating spar buoy,OFTO,OFTO,OFTO,OFTO,95-120,95.0,120.0,107.5,29,29.0,29.0,29.0,1115.4716041242807,134.8890340143247,GBP 264 million,308346456.0,395442546.6690275,25.0,9.514400056059719,0.92,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,indexed_wb_2017
Kincardine,57.0046,-1.8596,110.0,UK,2021.0,50.0,Multiple,5.7625,Floating semi-submersible,OFTO,OFTO,OFTO,OFTO,60-80,60.0,80.0,70.0,15,15.0,15.0,15.0,1123.6146030644206,90.97825056653878,GBP 350 million,389308499.99999994,389308499.99999994,25.0,8.947472681016725,1.3912562358276646,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,recent
alpha ventus,54.0112,6.6078,4.0,Germany,2010.0,60.0,Multiple,5.0,Jacket / Tripod,TSO,TSO,TSO,TSO-led,30,30.0,30.0,30.0,45-60,45.0,60.0,52.5,348.6492831209963,64.94631035723454,EUR 250 million,250000000.0,337171497.1302603,15.0,9.658556771433727,1.98,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2010
EnBW Baltic 1,54.6139,12.6667,7.0,Germany,2011.0,48.3,Siemens,2.3,Monopile,TSO,TSO,TSO,TSO-led,16-19,16.0,19.0,17.5,16,16.0,16.0,16.0,35.036388969668884,61.48181645881607,EUR 150 million,150000000.0,198190110.92981085,25.0,9.465006406260613,0.4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2011
BARD Offshore 1,54.3583,5.975,60.0,Germany,2013.0,400.0,BARD,5.0,Tripile,TSO,TSO,TSO,TSO-led,40,40.0,40.0,40.0,100,100.0,100.0,100.0,394.58524911615297,116.25323551297697,EUR 2.9 billion,2900000000.0,3700548955.1580887,25.0,9.964751201788552,2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2013
Meerwind Sued Ost,54.38,7.68,42.0,Germany,2014.0,288.0,Siemens,3.6,Monopile,TSO,TSO,TSO,TSO-led,22-26,22.0,26.0,24.0,23,23.0,23.0,23.0,211.5725312205726,88.42892298501611,EUR 1.2 billion,1200000000.0,1517501028.3356757,25.0,9.890145142826434,2.02,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2014
Nordsee Ost,54.43,7.68,24.0,Germany,2015.0,295.0,Senvion,6.2,Jacket,TSO,TSO,TSO,TSO-led,25,25.0,25.0,25.0,60,60.0,60.0,60.0,208.10766204163104,92.10824967446993,EUR 1.2 billion,1200000000.0,1509734559.1621256,25.0,9.848422238187892,1.98,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2015
DanTysk,55.14,7.2,70.0,Germany,2015.0,288.0,Siemens,3.6,Monopile,TSO,TSO,TSO,TSO-led,21-32,21.0,32.0,26.5,70,70.0,70.0,70.0,248.5214790733702,87.03496519407032,EUR 1 billion,1000000000.0,1258112132.6351047,25.0,9.554961885147991,1.82,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2015
Butendiek,55.0136,7.7687,33.0,Germany,2015.0,288.0,Siemens,3.6,Monopile,TSO,TSO,TSO,TSO-led,17-22,17.0,22.0,19.5,32,32.0,32.0,32.0,184.41936685476006,66.1045381643139,EUR 1.3 billion,1300000000.0,1635545772.425636,25.0,9.503553967408719,1.72,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2015
Amrumbank West,54.5227,7.7048,32.0,Germany,2015.0,302.0,Siemens,3.6,Monopile,TSO,TSO,TSO,TSO-led,20-25,20.0,25.0,22.5,35,35.0,35.0,35.0,200.05347875785907,98.30860651718112,EUR 1 billion,1000000000.0,1258112132.6351047,25.0,9.74787501022407,1.94,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2015
Borkum Riffgrund 1,53.966944,6.553889,36.0,Germany,2015.0,312.0,Siemens,4.0,Monopile,TSO,TSO,TSO,TSO-led,23-29,23.0,29.0,26.0,37,37.0,37.0,37.0,355.9918976349955,61.09854292144129,EUR 1.25 billion,1250000000.0,1572640165.7938807,25.0,9.67604593916436,1.98,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2015
Trianel Windpark Borkum I,54.0417,6.4667,33.0,Germany,2015.0,200.0,AREVA,5.0,Tripod,TSO,TSO,TSO,TSO-led,25-35,25.0,35.0,30.0,45,45.0,45.0,45.0,361.0798699760739,70.79697259881394,EUR 900 million,900000000.0,1132300919.3715942,25.0,9.706684398872437,1.98,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2015
EnBW Baltic 2,54.9733,13.1778,27.0,Germany,2015.0,288.0,Siemens,3.6,Monopile / Jacket,TSO,TSO,TSO,TSO-led,23-44,23.0,44.0,33.5,32,32.0,32.0,32.0,66.58098823182733,60.785495109257766,EUR 1.25 billion,1250000000.0,1572640165.7938807,25.0,9.554683639502171,0.46,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2015
Global Tech I,54.5,6.3583,41.0,Germany,2015.0,400.0,AREVA,5.0,Tripod,TSO,TSO,TSO,TSO-led,38-41,38.0,41.0,39.5,115,115.0,115.0,115.0,347.5092568848503,121.65463433386867,EUR 1.6 billion,1600000000.0,2012979412.2161672,25.0,9.844224475646854,1.98,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2015
Gode Wind 1,54.05,7.03,14.0,Germany,2017.0,332.0,Siemens,6.0,Monopile,TSO,TSO,TSO,TSO-led,26-35,26.0,35.0,30.5,33,33.0,33.0,33.0,301.0793321902389,69.01586844564098,EUR 2.2 billion (combined 1+2),1733333333.3333335,2137786728.0180302,25.0,9.68577529564754,2.04,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2017
Gode Wind 2,54.05,7.03,14.0,Germany,2017.0,252.0,Siemens,6.0,Monopile,TSO,TSO,TSO,TSO-led,26-35,26.0,35.0,30.5,33,33.0,33.0,33.0,301.0793321902389,69.01586844564098,EUR 2.2 billion (combined 1+2),1733333333.3333335,2137786728.0180302,25.0,9.68577529564754,2.04,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2017
Nordergruende,53.835,8.168,6.0,Germany,2017.0,110.7,Senvion,6.2,Monopile,TSO,TSO,TSO,TSO-led,10,10.0,10.0,10.0,15,15.0,15.0,15.0,192.39661663946373,35.73607100696604,EUR 410 million,410000000.0,505668783.7427263,25.0,9.574531664135803,1.78,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2017
Sandbank,55.18,6.85,60.0,Germany,2017.0,288.0,Siemens,4.0,Monopile,TSO,TSO,TSO,TSO-led,24-33,24.0,33.0,28.5,90,90.0,90.0,90.0,288.0283811615259,106.22142374167598,EUR 1.2 billion,1200000000.0,1480006196.3201747,25.0,9.65794392301423,1.82,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2017
Nordsee One,53.979,6.814,41.0,Germany,2017.0,332.0,Senvion,6.2,Monopile,TSO,TSO,TSO,TSO-led,26-29,26.0,29.0,27.5,45,45.0,45.0,45.0,327.11418315143237,59.77243733063918,EUR 1.2 billion,1200000000.0,1480006196.3201747,25.0,9.630783111977244,2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2017
Wikinger,54.834,14.068,34.0,Germany,2018.0,350.0,Adwen,5.0,Jacket,TSO,TSO,TSO,TSO-led,,,,,35,35.0,35.0,35.0,77.79007531294606,49.88363430609807,EUR 1.4 billion,1400000000.0,1697274240.8952034,25.0,9.232911449627261,0.54,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2018
Arkona,54.782,14.121,39.0,Germany,2019.0,385.0,Siemens Gamesa,6.0,Monopile,TSO,TSO,TSO,TSO-led,,,,,35,35.0,35.0,35.0,74.19680802809323,47.88718404255781,EUR 1.2 billion,1200000000.0,1434074651.8976567,25.0,9.215475347932164,0.54,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2019
Borkum Riffgrund 2,54.966667,6.495556,36.0,Germany,2019.0,450.0,MHI Vestas,8.0,Suction Bucket Jacket / Monopile,TSO,TSO,TSO,TSO-led,27-33,27.0,33.0,30.0,54,54.0,54.0,54.0,326.36768600889167,136.02274091176378,EUR 2.3 billion,2300000000.0,2748643082.803842,25.0,9.85285226494992,1.88,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2019
Merkur,54.033333,6.55,44.0,Germany,2019.0,396.0,GE,6.0,Monopile,TSO,TSO,TSO,TSO-led,27-33,27.0,33.0,30.0,45,45.0,45.0,45.0,353.26568895022257,68.26158614840439,EUR 1.6 billion,1600000000.0,1912099535.8635423,25.0,9.666268062994101,1.98,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2019
Deutsche Bucht,54.305,5.799,23.0,Germany,2020.0,269.0,MHI Vestas,8.4,Monopile,TSO,TSO,TSO,TSO-led,40,40.0,40.0,40.0,100,100.0,100.0,100.0,415.94820724814366,117.34943515050934,EUR 1.4 billion,1400000000.0,1670666666.6666687,25.0,9.82264562714046,2.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2020
Trianel Windpark Borkum II,54.0417,6.4667,56.0,Germany,2020.0,200.0,Senvion,6.2,Monopile,TSO,TSO,TSO,TSO-led,27-33,27.0,33.0,30.0,45,45.0,45.0,45.0,361.0798699760739,70.79697259881394,EUR 800 million,800000000.0,954666666.6666677,25.0,9.706684398872437,1.98,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2020
Kaskasi,54.485,7.45,17.0,Germany,2022.0,342.0,Siemens Gamesa,8.0,Monopile,TSO,TSO,TSO,TSO-led,,,,,35,35.0,35.0,35.0,229.31835327592745,107.37264209795573,EUR 800 million,800000000.0,800000000.0,25.0,9.986889920581255,1.4297465753424659,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
Arcadis Ost 1,54.815,13.65,29.0,Germany,2023.0,257.0,Vestas,9.5,Monopile,TSO,TSO,TSO,TSO-led,41-46,41.0,46.0,43.5,19,19.0,19.0,19.0,50.931880507675075,37.26918394407009,EUR 570 million,570000000.0,570000000.0,25.0,9.29457351592228,0.6078150684931508,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
Baltic Eagle,54.832,13.84,40.0,Germany,2024.0,476.0,Vestas,9.5,Monopile,TSO,TSO,TSO,TSO-led,41-45,41.0,45.0,43.0,30,30.0,30.0,30.0,65.15878173687805,42.17640757104145,EUR 1.6 billion,1600000000.0,1600000000.0,25.0,9.239589166894412,0.5902686703096539,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
Gode Wind 3,53.865,7.151,18.0,Germany,2025.0,253.0,Siemens Gamesa,11.0,Monopile,TSO,TSO,TSO,TSO-led,,,,,32,32.0,32.0,32.0,295.7199187237792,51.7893247725034,EUR 946 million,946000000.0,946000000.0,25.0,9.726675965499371,1.1305890410958903,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
Borkum Riffgrund 3,54.015,6.435,75.0,Germany,2026.0,913.0,Siemens Gamesa,11.0,Monopile,TSO,TSO,TSO,TSO-led,28-34,28.0,34.0,31.0,110,110.0,110.0,110.0,366.3598099059457,68.7599853379824,EUR 2.4 billion,2400000000.0,2400000000.0,25.0,9.755411350391304,1.3120913242009136,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
EnBW He Dreiht,54.212,6.255,63.0,Germany,2026.0,960.0,Vestas,15.0,Monopile,TSO,TSO,TSO,TSO-led,38,38.0,38.0,38.0,85-95,85.0,95.0,90.0,371.708112415365,93.53842770257613,EUR 2.4 billion,2400000000.0,2400000000.0,25.0,9.982614927485114,1.3976712328767122,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
Windanker,54.85,13.91,18.0,Germany,2026.0,315.0,Siemens Gamesa,14.0,Monopile,TSO,TSO,TSO,TSO-led,41-46,41.0,46.0,43.5,38,38.0,38.0,38.0,71.3263215691736,45.88177464758196,EUR 1 billion,1000000000.0,1000000000.0,25.0,9.249518998681355,0.5851803652968037,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
Nordseecluster A,54.12,6.85,40.0,Germany,2027.0,660.0,Vestas,15.0,Monopile,TSO,TSO,TSO,TSO-led,,,,,50,50.0,50.0,50.0,316.0583679752846,75.48072919417243,EUR 1.4 billion (combined A+B),1400000000.0,1400000000.0,25.0,9.68703092547623,1.3025479452054793,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
Nordseecluster B,54.15,6.95,60.0,Germany,2029.0,900.0,Vestas,15.0,Monopile,TSO,TSO,TSO,TSO-led,,,,,50,50.0,50.0,50.0,303.5669670527319,79.2345316993181,EUR 1.4 billion (combined A+B),1400000000.0,1400000000.0,25.0,9.693801156314473,1.2940159817351597,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
Nordlicht 1,54.21,6.12,115.0,Germany,2028.0,980.0,Vestas,15.0,Monopile,TSO,TSO,TSO,TSO-led,37-39,37.0,39.0,38.0,96,96.0,96.0,96.0,386.16523762938357,97.24511161451981,EUR 5 billion (combined 1+2),2666666666.6666665,2666666666.6666665,25.0,9.978520235542192,1.416785388127854,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
Nordlicht 2,54.18,6.18,50.0,Germany,2028.0,630.0,Vestas,15.0,Monopile,TSO,TSO,TSO,TSO-led,,,,,85-96,85.0,96.0,90.5,381.52571864577476,92.45380800204462,EUR 5 billion (combined 1+2),2666666666.6666665,2666666666.6666665,25.0,9.977205806864784,1.4068835616438355,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
